year,seed_code,la_code,la_name,school_name,school_type,measure_category,measure,value,chart_label
2022,5308038,120,Angus,Montrose Academy,Secondary,deprivation,SIMD Q4,30-40%,
2022,5308038,120,Angus,Montrose Academy,Secondary,deprivation,SIMD Q5,10-20%,
2022,5308038,120,Angus,Montrose Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5308038,120,Angus,Montrose Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5308038,120,Angus,Montrose Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5308038,120,Angus,Montrose Academy,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5308038,120,Angus,Montrose Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5308038,120,Angus,Montrose Academy,Secondary,ethnicity,White Other,0-10%,
2022,5308038,120,Angus,Montrose Academy,Secondary,ethnicity,White UK,80-90%,
2022,5308038,120,Angus,Montrose Academy,Secondary,free_school_meals,FSM,10-20%,
2022,5308038,120,Angus,Montrose Academy,Secondary,free_school_meals,No FSM,80-90%,
2022,5308038,120,Angus,Montrose Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5308038,120,Angus,Montrose Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5308038,120,Angus,Montrose Academy,Secondary,sex,Female,40-50%,
2022,5308038,120,Angus,Montrose Academy,Secondary,sex,Male,50-60%,
2022,5308038,120,Angus,Montrose Academy,Secondary,stage,S1,18.2%,
2022,5308038,120,Angus,Montrose Academy,Secondary,stage,S2,21%,
2022,5308038,120,Angus,Montrose Academy,Secondary,stage,S3,18%,
2022,5308038,120,Angus,Montrose Academy,Secondary,stage,S4,17.5%,
2022,5308038,120,Angus,Montrose Academy,Secondary,stage,S5,17%,
2022,5308038,120,Angus,Montrose Academy,Secondary,stage,S6,8.3%,
2022,5308038,120,Angus,Montrose Academy,Secondary,trend,Average Class,0,
2022,5308038,120,Angus,Montrose Academy,Secondary,trend,Pupil Numbers,857,
2022,5308038,120,Angus,Montrose Academy,Secondary,trend,Pupil Teacher Ratio,12.5,
2022,5308038,120,Angus,Montrose Academy,Secondary,trend,Teacher Numbers (FTE),68.4,
2022,5308038,120,Angus,Montrose Academy,Secondary,urban_rural,Rural,20-30%,
2022,5308038,120,Angus,Montrose Academy,Secondary,urban_rural,Small Town,0-10%,
2022,5308038,120,Angus,Montrose Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5308038,120,Angus,Montrose Academy,Secondary,urban_rural,Urban,70-80%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,additional_support_needs,ASN,50-60%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,additional_support_needs,No ASN,40-50%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,deprivation,SIMD Q1,60-70%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,deprivation,SIMD Q2,10-20%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,deprivation,SIMD Q3,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,deprivation,SIMD Q4,10-20%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,deprivation,SIMD Q5,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,english_additional_language,EAL,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,english_additional_language,No EAL,90+%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,ethnicity,White Other,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,ethnicity,White UK,80-90%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,free_school_meals,FSM,40-50%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,free_school_meals,No FSM,50-60%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,sex,Female,40-50%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,sex,Male,50-60%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,stage,S1,19.9%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,stage,S2,20.1%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,stage,S3,19.8%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,stage,S4,20.4%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,stage,S5,12.7%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,stage,S6,7.1%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,trend,Average Class,0,
2022,5329132,180,Dundee City,Craigie High School,Secondary,trend,Pupil Numbers,702,
2022,5329132,180,Dundee City,Craigie High School,Secondary,trend,Pupil Teacher Ratio,10.7,
2022,5329132,180,Dundee City,Craigie High School,Secondary,trend,Teacher Numbers (FTE),65.9,
2022,5329132,180,Dundee City,Craigie High School,Secondary,urban_rural,Rural,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,urban_rural,Small Town,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5329132,180,Dundee City,Craigie High School,Secondary,urban_rural,Urban,90+%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,additional_support_needs,ASN,30-40%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,additional_support_needs,No ASN,60-70%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,deprivation,SIMD Q1,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,deprivation,SIMD Q2,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,deprivation,SIMD Q3,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,deprivation,SIMD Q4,10-20%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,deprivation,SIMD Q5,60-70%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,ethnicity,Ethnic Minority,10-20%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,ethnicity,White Other,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,ethnicity,White UK,80-90%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,free_school_meals,FSM,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,free_school_meals,No FSM,90+%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,sex,Female,40-50%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,sex,Male,50-60%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,stage,S1,17.2%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,stage,S2,19.4%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,stage,S3,17.8%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,stage,S4,17.9%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,stage,S5,15.6%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,stage,S6,12%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,trend,Average Class,0,
2022,5329434,180,Dundee City,Grove Academy,Secondary,trend,Pupil Numbers,"1,339",
2022,5329434,180,Dundee City,Grove Academy,Secondary,trend,Pupil Teacher Ratio,14,
2022,5329434,180,Dundee City,Grove Academy,Secondary,trend,Teacher Numbers (FTE),95.7,
2022,5329434,180,Dundee City,Grove Academy,Secondary,urban_rural,Rural,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,urban_rural,Small Town,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5329434,180,Dundee City,Grove Academy,Secondary,urban_rural,Urban,90+%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,additional_support_needs,ASN,40-50%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,additional_support_needs,No ASN,50-60%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,deprivation,SIMD Q1,30-40%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,deprivation,SIMD Q2,10-20%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,deprivation,SIMD Q3,10-20%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,deprivation,SIMD Q4,10-20%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,deprivation,SIMD Q5,20-30%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,ethnicity,Ethnic Minority,10-20%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,ethnicity,White Other,0-10%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,ethnicity,White UK,70-80%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,free_school_meals,FSM,20-30%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,free_school_meals,No FSM,70-80%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,sex,Female,40-50%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,sex,Male,50-60%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,stage,S1,18.8%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,stage,S2,19.2%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,stage,S3,19.2%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,stage,S4,19%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,stage,S5,13.7%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,stage,S6,10.2%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,trend,Average Class,0,
2022,5329531,180,Dundee City,Harris Academy,Secondary,trend,Pupil Numbers,"1,345",
2022,5329531,180,Dundee City,Harris Academy,Secondary,trend,Pupil Teacher Ratio,13.2,
2022,5329531,180,Dundee City,Harris Academy,Secondary,trend,Teacher Numbers (FTE),101.8,
2022,5329531,180,Dundee City,Harris Academy,Secondary,urban_rural,Rural,0-10%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,urban_rural,Small Town,0-10%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5329531,180,Dundee City,Harris Academy,Secondary,urban_rural,Urban,90+%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,additional_support_needs,ASN,50-60%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,additional_support_needs,No ASN,40-50%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,deprivation,SIMD Q1,50-60%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,deprivation,SIMD Q2,10-20%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,deprivation,SIMD Q3,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,deprivation,SIMD Q4,10-20%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,deprivation,SIMD Q5,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,ethnicity,White Other,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,ethnicity,White UK,80-90%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,free_school_meals,FSM,30-40%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,free_school_meals,No FSM,60-70%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,sex,Female,40-50%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,sex,Male,50-60%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,stage,S1,20.1%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,stage,S2,19.4%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,stage,S3,20.6%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,stage,S4,20.4%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,stage,S5,11.3%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,stage,S6,8.3%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,trend,Average Class,0,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,trend,Pupil Numbers,956,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,trend,Pupil Teacher Ratio,13,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,trend,Teacher Numbers (FTE),73.8,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,urban_rural,Rural,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,urban_rural,Small Town,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5330033,180,Dundee City,St Paul's RC Academy,Secondary,urban_rural,Urban,90+%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,additional_support_needs,ASN,40-50%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,additional_support_needs,No ASN,50-60%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,deprivation,SIMD Q1,50-60%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,deprivation,SIMD Q2,10-20%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,deprivation,SIMD Q3,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,deprivation,SIMD Q4,10-20%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,deprivation,SIMD Q5,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,english_additional_language,EAL,10-20%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,english_additional_language,No EAL,80-90%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,ethnicity,Ethnic Minority,20-30%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,ethnicity,White Other,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,ethnicity,White UK,60-70%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,free_school_meals,FSM,30-40%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,free_school_meals,No FSM,60-70%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,sex,Female,50-60%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,sex,Male,40-50%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,stage,S1,18.5%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,stage,S2,18.8%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,stage,S3,18.8%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,stage,S4,18.8%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,stage,S5,13.3%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,stage,S6,11.7%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,trend,Average Class,0,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,trend,Pupil Numbers,946,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,trend,Pupil Teacher Ratio,14.1,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,trend,Teacher Numbers (FTE),67,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,urban_rural,Rural,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,urban_rural,Small Town,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5330432,180,Dundee City,Morgan Academy,Secondary,urban_rural,Urban,90+%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,additional_support_needs,ASN,30-40%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,additional_support_needs,No ASN,60-70%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,deprivation,SIMD Q1,50-60%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,deprivation,SIMD Q2,10-20%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,deprivation,SIMD Q3,10-20%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,deprivation,SIMD Q4,10-20%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,deprivation,SIMD Q5,0-10%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,english_additional_language,EAL,0-10%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,english_additional_language,No EAL,90+%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,ethnicity,Ethnic Minority,10-20%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,ethnicity,White Other,10-20%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,ethnicity,White UK,70-80%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,free_school_meals,FSM,30-40%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,free_school_meals,No FSM,60-70%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,sex,Female,40-50%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,sex,Male,50-60%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,stage,S1,19.4%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,stage,S2,21.5%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,stage,S3,20.9%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,stage,S4,18.2%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,stage,S5,13.3%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,stage,S6,6.7%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,trend,Average Class,0,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,trend,Pupil Numbers,"1,206",
2022,5330831,180,Dundee City,St John's RC High School,Secondary,trend,Pupil Teacher Ratio,12.7,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,trend,Teacher Numbers (FTE),95,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,urban_rural,Rural,0-10%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,urban_rural,Small Town,0-10%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5330831,180,Dundee City,St John's RC High School,Secondary,urban_rural,Urban,90+%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,additional_support_needs,ASN,40-50%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,additional_support_needs,No ASN,50-60%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,deprivation,SIMD Q1,40-50%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,deprivation,SIMD Q2,20-30%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,deprivation,SIMD Q3,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,deprivation,SIMD Q4,10-20%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,deprivation,SIMD Q5,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,ethnicity,White Other,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,ethnicity,White UK,80-90%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,free_school_meals,FSM,30-40%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,free_school_meals,No FSM,60-70%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,sex,Female,40-50%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,sex,Male,50-60%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,stage,S1,20.4%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,stage,S2,20.8%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,stage,S3,18.9%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,stage,S4,18.3%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,stage,S5,14.4%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,stage,S6,7.2%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,trend,Average Class,0,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,trend,Pupil Numbers,876,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,trend,Pupil Teacher Ratio,14.2,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,trend,Teacher Numbers (FTE),61.9,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,urban_rural,Rural,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,urban_rural,Small Town,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5331137,180,Dundee City,Baldragon Academy,Secondary,urban_rural,Urban,90+%,
2022,5339537,120,Angus,Monifieth High School,Secondary,additional_support_needs,ASN,30-40%,
2022,5339537,120,Angus,Monifieth High School,Secondary,additional_support_needs,No ASN,60-70%,
2022,5339537,120,Angus,Monifieth High School,Secondary,deprivation,SIMD Q1,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,deprivation,SIMD Q2,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,deprivation,SIMD Q3,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,deprivation,SIMD Q4,40-50%,
2022,5339537,120,Angus,Monifieth High School,Secondary,deprivation,SIMD Q5,40-50%,
2022,5339537,120,Angus,Monifieth High School,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,english_additional_language,EAL,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,english_additional_language,No EAL,90+%,
2022,5339537,120,Angus,Monifieth High School,Secondary,ethnicity,Ethnic Minority,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,ethnicity,Ethnicity Not Known,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,ethnicity,White Other,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,ethnicity,White UK,90+%,
2022,5339537,120,Angus,Monifieth High School,Secondary,free_school_meals,FSM,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,free_school_meals,No FSM,90+%,
2022,5339537,120,Angus,Monifieth High School,Secondary,gaelic,Not Taught in Gaelic,90+%,
2022,5339537,120,Angus,Monifieth High School,Secondary,gaelic,Taught in Gaelic,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,sex,Female,50-60%,
2022,5339537,120,Angus,Monifieth High School,Secondary,sex,Male,40-50%,
2022,5339537,120,Angus,Monifieth High School,Secondary,stage,S1,18%,
2022,5339537,120,Angus,Monifieth High School,Secondary,stage,S2,16.3%,
2022,5339537,120,Angus,Monifieth High School,Secondary,stage,S3,17.9%,
2022,5339537,120,Angus,Monifieth High School,Secondary,stage,S4,19.5%,
2022,5339537,120,Angus,Monifieth High School,Secondary,stage,S5,16.3%,
2022,5339537,120,Angus,Monifieth High School,Secondary,stage,S6,12.1%,
2022,5339537,120,Angus,Monifieth High School,Secondary,trend,Average Class,0,
2022,5339537,120,Angus,Monifieth High School,Secondary,trend,Pupil Numbers,"1,057",
2022,5339537,120,Angus,Monifieth High School,Secondary,trend,Pupil Teacher Ratio,13.4,
2022,5339537,120,Angus,Monifieth High School,Secondary,trend,Teacher Numbers (FTE),78.9,
2022,5339537,120,Angus,Monifieth High School,Secondary,urban_rural,Rural,30-40%,
2022,5339537,120,Angus,Monifieth High School,Secondary,urban_rural,Small Town,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,urban_rural,Urban Rural Not Known,0-10%,
2022,5339537,120,Angus,Monifieth High School,Secondary,urban_rural,Urban,60-70%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,additional_support_needs,ASN,50-60%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,additional_support_needs,No ASN,40-50%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,deprivation,SIMD Q1,50-60%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,deprivation,SIMD Q2,30-40%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,deprivation,SIMD Q3,0-10%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,deprivation,SIMD Q4,10-20%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,deprivation,SIMD Q5,0-10%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,deprivation,SIMD Unknown,0-10%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,english_additional_language,EAL,0-10%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,english_additional_language,No EAL,90+%,
2022,5339731,180,Dundee City,Braeview Academy,Secondary,ethnicity,Ethnic Minority,0-10%,
